year,site,quad,patch,benthic_category,percent_cover
2007,6,9,3,sand,0
2007,6,9,3,turf,28
2007,6,9,3,coral,48
2007,6,1,4,cb,24
2007,6,1,4,turf,8
2007,6,1,4,coral,60
2007,6,1,4,macroalgae,0
2007,6,1,4,sand,8
2007,6,1,4,millepora,0
2007,6,10,4,sand,0
2007,6,10,4,turf,32
2007,6,10,4,cb,8
2007,6,10,4,macroalgae,0
2007,6,10,4,millepora,0
2007,6,10,4,coral,60
2007,6,2,4,millepora,0
2007,6,2,4,macroalgae,0
2007,6,2,4,coral,24
2007,6,2,4,cb,8
2007,6,2,4,turf,68
2007,6,2,4,sand,0
2007,6,3,4,cb,72
2007,6,3,4,macroalgae,0
2007,6,3,4,turf,12
2007,6,3,4,sand,0
2007,6,3,4,coral,16
2007,6,3,4,millepora,0
2007,6,4,4,macroalgae,0
2007,6,4,4,millepora,0
2007,6,4,4,coral,68
2007,6,4,4,cb,16
2007,6,4,4,sand,8
2007,6,4,4,turf,8
2007,6,5,4,coral,60
2007,6,5,4,sand,0
2007,6,5,4,millepora,0
2007,6,5,4,turf,4
2007,6,5,4,cb,36
2007,6,5,4,macroalgae,0
2007,6,6,4,macroalgae,0
2007,6,6,4,coral,44
2007,6,6,4,sand,4
2007,6,6,4,cb,44
2007,6,6,4,turf,8
2007,6,6,4,millepora,0
2007,6,7,4,millepora,0
2007,6,7,4,cb,8
2007,6,7,4,coral,60
2007,6,7,4,macroalgae,0
2007,6,7,4,turf,32
2007,6,7,4,sand,0
2007,6,8,4,coral,28
2007,6,8,4,turf,20
2007,6,8,4,millepora,0
2007,6,8,4,cb,48
2007,6,8,4,sand,4
2007,6,8,4,macroalgae,0
2007,6,9,4,millepora,0
2007,6,9,4,cb,24
2007,6,9,4,coral,76
2007,6,9,4,turf,0
2007,6,9,4,macroalgae,0
2007,6,9,4,sand,0
2007,6,1,5,cb,4
2007,6,1,5,sand,20
2007,6,1,5,macroalgae,0
2007,6,1,5,millepora,0
2007,6,1,5,coral,64
2007,6,1,5,turf,12
2007,6,10,5,macroalgae,0
2007,6,10,5,cb,60
2007,6,10,5,coral,20
2007,6,10,5,sand,0
2007,6,10,5,turf,20
2007,6,10,5,millepora,0
2007,6,2,5,millepora,0
2007,6,2,5,macroalgae,0
2007,6,2,5,cb,32
2007,6,2,5,coral,4
2007,6,2,5,turf,20
2007,6,2,5,sand,44
2007,6,3,5,millepora,40
2007,6,3,5,turf,36
2007,6,3,5,sand,4
2007,6,3,5,coral,16
2007,6,3,5,macroalgae,0
2007,6,3,5,cb,4
2007,6,4,5,sand,0
2007,6,4,5,coral,40
2007,6,4,5,macroalgae,0
2007,6,4,5,cb,44
2007,6,4,5,millepora,0
2007,6,4,5,turf,16
2007,6,5,5,turf,20
2007,6,5,5,sand,12
2007,6,5,5,millepora,0
2007,6,5,5,coral,8
2007,6,5,5,macroalgae,0
2007,6,5,5,cb,60
2007,6,6,5,macroalgae,0
2007,6,6,5,millepora,0
2007,6,6,5,sand,32
2007,6,6,5,turf,36
2007,6,6,5,coral,0
2007,6,6,5,cb,32
2007,6,7,5,millepora,0
2007,6,7,5,coral,36
2007,6,7,5,macroalgae,0
2007,6,7,5,turf,0
2007,6,7,5,cb,64
2007,6,7,5,sand,0
2007,6,8,5,macroalgae,0
2007,6,8,5,coral,0
2007,6,8,5,sand,24
2007,6,8,5,millepora,0
2007,6,8,5,cb,20
2007,6,8,5,turf,56
2007,6,9,5,cb,4
2007,6,9,5,sand,20
2007,6,9,5,macroalgae,0
2007,6,9,5,coral,76
2007,6,9,5,turf,0
2007,6,9,5,millepora,0
2008,1,1,1,macroalgae,0
2008,1,1,1,sand,8
2008,1,1,1,cb,16
2008,1,1,1,millepora,0
2008,1,1,1,coral,68
2008,1,1,1,turf,8
2008,1,10,1,macroalgae,0
2008,1,10,1,turf,0
2008,1,10,1,cb,12
2008,1,10,1,millepora,0
2008,1,10,1,sand,64
2008,1,10,1,coral,24
2008,1,2,1,turf,0
2008,1,2,1,coral,8
2008,1,2,1,sand,52
2008,1,2,1,cb,40
2008,1,2,1,millepora,0
2008,1,2,1,macroalgae,0
2008,1,3,1,coral,24
2008,1,3,1,macroalgae,0
2008,1,3,1,turf,72
2008,1,3,1,cb,4
2008,1,3,1,millepora,0
2008,1,3,1,sand,0
2008,1,4,1,coral,28
2008,1,4,1,cb,72
2008,1,4,1,macroalgae,0
2008,1,4,1,turf,0
2008,1,4,1,sand,0
2008,1,4,1,millepora,0
2008,1,5,1,macroalgae,0
2008,1,5,1,millepora,0
2008,1,5,1,sand,32
2008,1,5,1,turf,24
2008,1,5,1,cb,44
2008,1,5,1,coral,0
2008,1,6,1,millepora,0
2008,1,6,1,macroalgae,0
2008,1,6,1,turf,36
2008,1,6,1,cb,20
2008,1,6,1,coral,12
2008,1,6,1,sand,32
2008,1,7,1,sand,0
2008,1,7,1,turf,36
2008,1,7,1,millepora,0
2008,1,7,1,coral,0
2008,1,7,1,cb,64
2008,1,7,1,macroalgae,0
2008,1,8,1,turf,0
2008,1,8,1,macroalgae,4
2008,1,8,1,sand,0
2008,1,8,1,cb,76
2008,1,8,1,coral,20
2008,1,8,1,millepora,0
2008,1,9,1,cb,64
2008,1,9,1,turf,0
2008,1,9,1,macroalgae,0
2008,1,9,1,sand,0
2008,1,9,1,coral,36
2008,1,9,1,millepora,0
2008,1,1,2,millepora,12
2008,1,1,2,macroalgae,0
2008,1,1,2,coral,20
2008,1,1,2,sand,4
2008,1,1,2,cb,64
2008,1,1,2,turf,0
2008,1,10,2,sand,40
2008,1,10,2,macroalgae,0
2008,1,10,2,coral,60
2008,1,10,2,millepora,0
2008,1,10,2,cb,0
2008,1,10,2,turf,0
2008,1,2,2,sand,36
2008,1,2,2,turf,40
2008,1,2,2,cb,24
2008,1,2,2,macroalgae,0
2008,1,2,2,coral,0
2008,1,2,2,millepora,0
2008,1,3,2,macroalgae,0
2008,1,3,2,sand,0
2008,1,3,2,cb,56
2008,1,3,2,turf,0
2008,1,3,2,millepora,0
2008,1,3,2,coral,44
2008,1,4,2,turf,0
2008,1,4,2,cb,60
2008,1,4,2,millepora,0
2008,1,4,2,macroalgae,0
2008,1,4,2,coral,40
2008,1,4,2,sand,0
2008,1,5,2,sand,0
2008,1,5,2,coral,44
2008,1,5,2,macroalgae,0
2008,1,5,2,cb,56
2008,1,5,2,millepora,0
2008,1,5,2,turf,0
2008,1,6,2,coral,32
2008,1,6,2,sand,0
2008,1,6,2,turf,12
2008,1,6,2,macroalgae,0
2008,1,6,2,cb,56
2008,1,6,2,millepora,0
2008,1,7,2,macroalgae,24
2008,1,7,2,millepora,0
2008,1,7,2,coral,16
2008,1,7,2,turf,0
2008,1,7,2,sand,0
2008,1,7,2,cb,60
2008,1,8,2,turf,16
2008,1,8,2,sand,16
2008,1,8,2,macroalgae,0
2008,1,8,2,millepora,0
2008,1,8,2,cb,8
2008,1,8,2,coral,60
2008,1,9,2,cb,16
2008,1,9,2,turf,12
2008,1,9,2,millepora,0
2008,1,9,2,coral,72
2008,1,9,2,sand,0
2008,1,9,2,macroalgae,0
2008,1,1,3,cb,8
2008,1,1,3,sand,0
2008,1,1,3,coral,72
2008,1,1,3,turf,12
2008,1,1,3,millepora,0
2008,1,1,3,macroalgae,8
2008,1,10,3,coral,20
2008,1,10,3,sand,28
2008,1,10,3,cb,52
2008,1,10,3,turf,0
2008,1,10,3,macroalgae,0
2008,1,10,3,millepora,0
2008,1,2,3,macroalgae,0
2008,1,2,3,cb,28
2008,1,2,3,sand,16
2008,1,2,3,turf,4
2008,1,2,3,millepora,0
2008,1,2,3,coral,52
2008,1,3,3,turf,44
2008,1,3,3,coral,40
2008,1,3,3,macroalgae,0
2008,1,3,3,sand,0
2008,1,3,3,millepora,0
2008,1,3,3,cb,16
2008,1,4,3,coral,16
2008,1,4,3,turf,0
2008,1,4,3,macroalgae,0
2008,1,4,3,millepora,0
2008,1,4,3,cb,84
2008,1,4,3,sand,0
2008,1,5,3,turf,16
2008,1,5,3,sand,4
2008,1,5,3,cb,8
2008,1,5,3,macroalgae,0
2008,1,5,3,coral,72
2008,1,5,3,millepora,0
2008,1,6,3,macroalgae,0
2008,1,6,3,sand,0
2008,1,6,3,turf,0
2008,1,6,3,coral,20
2008,1,6,3,millepora,0
2008,1,6,3,cb,80
2008,1,7,3,sand,0
2008,1,7,3,millepora,0
2008,1,7,3,macroalgae,0
2008,1,7,3,turf,0
2008,1,7,3,cb,56
2008,1,7,3,coral,44
2008,1,8,3,sand,0
2008,1,8,3,millepora,0
2008,1,8,3,turf,8
2008,1,8,3,cb,76
2008,1,8,3,macroalgae,0
2008,1,8,3,coral,16
2008,1,9,3,cb,68
2008,1,9,3,macroalgae,4
2008,1,9,3,coral,12
2008,1,9,3,millepora,0
2008,1,9,3,turf,16
2008,1,9,3,sand,0
2008,1,1,4,cb,32
2008,1,1,4,macroalgae,0
2008,1,1,4,turf,0
2008,1,1,4,sand,56
2008,1,1,4,coral,12
2008,1,1,4,millepora,0
2008,1,10,4,macroalgae,0
2008,1,10,4,millepora,0
2008,1,10,4,cb,4
2008,1,10,4,turf,28
2008,1,10,4,sand,60
2008,1,10,4,coral,8
2008,1,2,4,macroalgae,0
2008,1,2,4,coral,44
2008,1,2,4,cb,52
2008,1,2,4,millepora,0
2008,1,2,4,turf,0
2008,1,2,4,sand,4
2008,1,3,4,macroalgae,0
2008,1,3,4,coral,24
2008,1,3,4,cb,76
2008,1,3,4,turf,0
2008,1,3,4,sand,0
2008,1,3,4,millepora,0
2008,1,4,4,turf,28
2008,1,4,4,sand,0
2008,1,4,4,millepora,0
2008,1,4,4,coral,16
2008,1,4,4,cb,56
2008,1,4,4,macroalgae,0
2008,1,5,4,macroalgae,0
2008,1,5,4,coral,0
2008,1,5,4,cb,20
2008,1,5,4,millepora,0
2008,1,5,4,sand,60
2008,1,5,4,turf,20
2008,1,6,4,macroalgae,0
2008,1,6,4,turf,0
2008,1,6,4,sand,24
2008,1,6,4,millepora,0
2008,1,6,4,coral,8
2008,1,6,4,cb,68
2008,1,7,4,macroalgae,0
2008,1,7,4,millepora,0
2008,1,7,4,coral,16
2008,1,7,4,cb,28
2008,1,7,4,sand,56
2008,1,7,4,turf,0
2008,1,8,4,turf,0
2008,1,8,4,macroalgae,4
2008,1,8,4,cb,16
2008,1,8,4,millepora,0
2008,1,8,4,coral,80
2008,1,8,4,sand,0
2008,1,9,4,millepora,0
2008,1,9,4,turf,20
2008,1,9,4,coral,72
2008,1,9,4,macroalgae,0
2008,1,9,4,cb,8
2008,1,9,4,sand,0
2008,1,1,5,macroalgae,0
2008,1,1,5,coral,44
2008,1,1,5,sand,12
2008,1,1,5,cb,44
2008,1,1,5,turf,0
2008,1,1,5,millepora,0
2008,1,10,5,millepora,0
2008,1,10,5,coral,0
2008,1,10,5,macroalgae,4
2008,1,10,5,turf,44
2008,1,10,5,cb,32
2008,1,10,5,sand,20
2008,1,2,5,cb,92
2008,1,2,5,macroalgae,0
2008,1,2,5,sand,4
2008,1,2,5,millepora,0
2008,1,2,5,turf,0
2008,1,2,5,coral,4
2008,1,3,5,cb,100
2008,1,3,5,macroalgae,0
2008,1,3,5,sand,0
2008,1,3,5,coral,0
2008,1,3,5,turf,0
2008,1,3,5,millepora,0
2008,1,4,5,turf,0
2008,1,4,5,sand,0
2008,1,4,5,cb,12
2008,1,4,5,coral,84
2008,1,4,5,millepora,0
2008,1,4,5,macroalgae,4
2008,1,5,5,sand,44
2008,1,5,5,millepora,0
2008,1,5,5,macroalgae,0
2008,1,5,5,cb,0
2008,1,5,5,turf,0
2008,1,5,5,coral,56
2008,1,6,5,sand,16
2008,1,6,5,macroalgae,0
2008,1,6,5,cb,0
2008,1,6,5,turf,80
2008,1,6,5,coral,4
2008,1,6,5,millepora,0
2008,1,7,5,coral,60
2008,1,7,5,cb,36
2008,1,7,5,macroalgae,0
2008,1,7,5,millepora,0
2008,1,7,5,sand,4
2008,1,7,5,turf,0
2008,1,8,5,sand,44
2008,1,8,5,cb,12
2008,1,8,5,macroalgae,0
2008,1,8,5,millepora,0
2008,1,8,5,coral,40
2008,1,8,5,turf,4
2008,1,9,5,turf,12
2008,1,9,5,millepora,0
2008,1,9,5,coral,32
2008,1,9,5,sand,28
2008,1,9,5,cb,28
2008,1,9,5,macroalgae,0
2008,2,1,1,millepora,0
2008,2,1,1,turf,0
2008,2,1,1,macroalgae,0
2008,2,1,1,sand,16
2008,2,1,1,coral,4
2008,2,1,1,cb,80
2008,2,10,1,macroalgae,0
2008,2,10,1,millepora,0
2008,2,10,1,turf,0
2008,2,10,1,coral,0
2008,2,10,1,sand,64
2008,2,10,1,cb,36
2008,2,2,1,turf,0
2008,2,2,1,millepora,0
2008,2,2,1,coral,0
2008,2,2,1,cb,80
2008,2,2,1,macroalgae,0
2008,2,2,1,sand,20
2008,2,3,1,coral,0
2008,2,3,1,millepora,0
2008,2,3,1,turf,0
2008,2,3,1,macroalgae,0
2008,2,3,1,cb,68
2008,2,3,1,sand,32
2008,2,4,1,coral,60
2008,2,4,1,millepora,0
2008,2,4,1,sand,12
2008,2,4,1,cb,28
2008,2,4,1,macroalgae,0
2008,2,4,1,turf,0
2008,2,5,1,sand,4
2008,2,5,1,coral,40
2008,2,5,1,millepora,0
2008,2,5,1,turf,0
2008,2,5,1,cb,56
2008,2,5,1,macroalgae,0
2008,2,6,1,coral,0
2008,2,6,1,cb,24
2008,2,6,1,millepora,0
2008,2,6,1,turf,0
2008,2,6,1,macroalgae,0
2008,2,6,1,sand,76
2008,2,7,1,sand,8
2008,2,7,1,macroalgae,0
2008,2,7,1,cb,60
2008,2,7,1,millepora,0
2008,2,7,1,coral,0
2008,2,7,1,turf,32
2008,2,8,1,coral,64
2008,2,8,1,cb,0
2008,2,8,1,macroalgae,0
2008,2,8,1,sand,8
2008,2,8,1,turf,28
2008,2,8,1,millepora,0
2008,2,9,1,coral,12
2008,2,9,1,turf,0
2008,2,9,1,cb,12
2008,2,9,1,sand,76
2008,2,9,1,macroalgae,0
2008,2,9,1,millepora,0
2008,2,1,2,millepora,0
2008,2,1,2,cb,0
2008,2,1,2,sand,0
2008,2,1,2,turf,52
2008,2,1,2,coral,48
2008,2,1,2,macroalgae,0
2008,2,10,2,coral,32
2008,2,10,2,turf,68
2008,2,10,2,millepora,0
2008,2,10,2,macroalgae,0
2008,2,10,2,cb,0
2008,2,10,2,sand,0
2008,2,2,2,cb,0
2008,2,2,2,millepora,0
2008,2,2,2,coral,8
2008,2,2,2,turf,0
2008,2,2,2,sand,92
2008,2,2,2,macroalgae,0
2008,2,3,2,millepora,0
2008,2,3,2,macroalgae,0
2008,2,3,2,coral,12
2008,2,3,2,cb,20
2008,2,3,2,sand,60
2008,2,3,2,turf,8
2008,2,4,2,coral,48
2008,2,4,2,cb,28
2008,2,4,2,turf,16
2008,2,4,2,sand,8
2008,2,4,2,macroalgae,0
2008,2,4,2,millepora,0
2008,2,5,2,millepora,0
2008,2,5,2,cb,0
2008,2,5,2,turf,44
2008,2,5,2,macroalgae,0
2008,2,5,2,coral,56
2008,2,5,2,sand,0
2008,2,6,2,turf,12
2008,2,6,2,millepora,0
2008,2,6,2,coral,72
2008,2,6,2,macroalgae,4
2008,2,6,2,sand,0
2008,2,6,2,cb,12
2008,2,7,2,cb,0
2008,2,7,2,macroalgae,0
2008,2,7,2,millepora,0
2008,2,7,2,sand,0
2008,2,7,2,turf,84
2008,2,7,2,coral,16
2008,2,8,2,cb,0
2008,2,8,2,sand,0
2008,2,8,2,millepora,0
2008,2,8,2,turf,64
2008,2,8,2,coral,36
2008,2,8,2,macroalgae,0
2008,2,9,2,coral,12
2008,2,9,2,macroalgae,0
2008,2,9,2,turf,88
2008,2,9,2,sand,0
2008,2,9,2,millepora,0
2008,2,9,2,cb,0
2008,2,1,3,macroalgae,0
2008,2,1,3,millepora,0
2008,2,1,3,sand,0
2008,2,1,3,cb,100
2008,2,1,3,coral,0
2008,2,1,3,turf,0
2008,2,10,3,macroalgae,0
2008,2,10,3,sand,0
2008,2,10,3,cb,48
2008,2,10,3,coral,44
2008,2,10,3,turf,8
2008,2,10,3,millepora,0
2008,2,2,3,millepora,0
2008,2,2,3,macroalgae,0
2008,2,2,3,cb,76
2008,2,2,3,coral,8
2008,2,2,3,sand,0
2008,2,2,3,turf,16
2008,2,3,3,millepora,0
2008,2,3,3,coral,0
2008,2,3,3,cb,84
2008,2,3,3,macroalgae,0
2008,2,3,3,sand,0
2008,2,3,3,turf,16
2008,2,4,3,sand,0
2008,2,4,3,millepora,0
2008,2,4,3,cb,0
2008,2,4,3,coral,20
2008,2,4,3,macroalgae,4
2008,2,4,3,turf,76
2008,2,5,3,coral,0
2008,2,5,3,turf,40
2008,2,5,3,sand,8
2008,2,5,3,macroalgae,0
2008,2,5,3,millepora,0
2008,2,5,3,cb,52
2008,2,6,3,turf,8
2008,2,6,3,millepora,0
2008,2,6,3,macroalgae,0
2008,2,6,3,sand,0
2008,2,6,3,cb,0
2008,2,6,3,coral,92
2008,2,7,3,cb,32
2008,2,7,3,sand,20
2008,2,7,3,coral,24
2008,2,7,3,macroalgae,0
2008,2,7,3,millepora,0
2008,2,7,3,turf,24
2008,2,8,3,cb,52
2008,2,8,3,sand,48
2008,2,8,3,turf,0
2008,2,8,3,coral,0
2008,2,8,3,macroalgae,0
2008,2,8,3,millepora,0
2008,2,9,3,macroalgae,0
2008,2,9,3,turf,0
2008,2,9,3,sand,36
2008,2,9,3,coral,36
2008,2,9,3,millepora,0
2008,2,9,3,cb,28
2008,2,1,4,macroalgae,0
2008,2,1,4,millepora,0
2008,2,1,4,sand,32
2008,2,1,4,coral,32
2008,2,1,4,cb,4
2008,2,1,4,turf,32
2008,2,10,4,coral,4
2008,2,10,4,cb,0
2008,2,10,4,sand,0
2008,2,10,4,turf,96
2008,2,10,4,millepora,0
2008,2,10,4,macroalgae,0
2008,2,2,4,macroalgae,0
2008,2,2,4,cb,44
2008,2,2,4,sand,56
2008,2,2,4,coral,0
2008,2,2,4,millepora,0
2008,2,2,4,turf,0
2008,2,3,4,sand,0
2008,2,3,4,macroalgae,0
2008,2,3,4,coral,4
2008,2,3,4,turf,96
2008,2,3,4,millepora,0
2008,2,3,4,cb,0
2008,2,4,4,millepora,0
2008,2,4,4,coral,32
2008,2,4,4,sand,68
2008,2,4,4,macroalgae,0
2008,2,4,4,turf,0
2008,2,4,4,cb,0
2008,2,5,4,macroalgae,0
2008,2,5,4,coral,12
2008,2,5,4,sand,0
2008,2,5,4,cb,0
2008,2,5,4,millepora,0
2008,2,5,4,turf,88
2008,2,6,4,cb,0
2008,2,6,4,macroalgae,0
2008,2,6,4,sand,0
2008,2,6,4,coral,48
2008,2,6,4,turf,52
2008,2,6,4,millepora,0
2008,2,7,4,macroalgae,0
2008,2,7,4,cb,0
2008,2,7,4,sand,48
2008,2,7,4,turf,8
2008,2,7,4,coral,44
2008,2,7,4,millepora,0
2008,2,8,4,macroalgae,0
2008,2,8,4,sand,8
2008,2,8,4,coral,44
2008,2,8,4,turf,44
2008,2,8,4,cb,4
2008,2,8,4,millepora,0
2008,2,9,4,turf,80
2008,2,9,4,millepora,0
2008,2,9,4,macroalgae,0
2008,2,9,4,sand,4
2008,2,9,4,coral,16
2008,2,9,4,cb,0
2008,2,1,5,millepora,0
2008,2,1,5,coral,4
2008,2,1,5,turf,60
2008,2,1,5,sand,0
2008,2,1,5,cb,36
2008,2,1,5,macroalgae,0
2008,2,10,5,cb,36
2008,2,10,5,macroalgae,0
2008,2,10,5,turf,24
2008,2,10,5,sand,0
2008,2,10,5,millepora,0
2008,2,10,5,coral,40
2008,2,2,5,macroalgae,0
2008,2,2,5,millepora,0
2008,2,2,5,coral,52
2008,2,2,5,turf,36
2008,2,2,5,sand,0
2008,2,2,5,cb,12
2008,2,3,5,macroalgae,0
2008,2,3,5,sand,0
2008,2,3,5,turf,52
2008,2,3,5,millepora,0
2008,2,3,5,cb,4
2008,2,3,5,coral,44
2008,2,4,5,millepora,0
2008,2,4,5,macroalgae,0
2008,2,4,5,cb,0
2008,2,4,5,sand,0
2008,2,4,5,coral,16
2008,2,4,5,turf,84
2008,2,5,5,cb,0
2008,2,5,5,coral,28
2008,2,5,5,macroalgae,0
2008,2,5,5,turf,60
2008,2,5,5,sand,12
2008,2,5,5,millepora,0
2008,2,6,5,sand,0
2008,2,6,5,macroalgae,0
2008,2,6,5,coral,24
2008,2,6,5,cb,40
2008,2,6,5,millepora,0
2008,2,6,5,turf,36
2008,2,7,5,cb,96
2008,2,7,5,macroalgae,4
2008,2,7,5,sand,0
2008,2,7,5,turf,0
2008,2,7,5,millepora,0
2008,2,7,5,coral,0
2008,2,8,5,sand,0
2008,2,8,5,cb,12
2008,2,8,5,macroalgae,0
2008,2,8,5,millepora,0
2008,2,8,5,coral,88
2008,2,8,5,turf,0
2008,2,9,5,macroalgae,0
2008,2,9,5,millepora,0
2008,2,9,5,coral,4
2008,2,9,5,cb,88
2008,2,9,5,sand,0
2008,2,9,5,turf,8
2008,3,1,1,millepora,0
2008,3,1,1,cb,40
2008,3,1,1,coral,32
2008,3,1,1,sand,28
2008,3,1,1,turf,0
2008,3,1,1,macroalgae,0
2008,3,10,1,millepora,0
2008,3,10,1,macroalgae,0
2008,3,10,1,sand,8
2008,3,10,1,cb,0
2008,3,10,1,turf,0
2008,3,10,1,coral,92
2008,3,2,1,millepora,0
2008,3,2,1,macroalgae,0
2008,3,2,1,cb,36
2008,3,2,1,turf,0
2008,3,2,1,sand,40
2008,3,2,1,coral,24
2008,3,3,1,cb,8
2008,3,3,1,sand,48
2008,3,3,1,macroalgae,0
2008,3,3,1,coral,0
2008,3,3,1,turf,44
2008,3,3,1,millepora,0
2008,3,4,1,cb,64
2008,3,4,1,coral,20
2008,3,4,1,sand,16
2008,3,4,1,millepora,0
2008,3,4,1,turf,0
2008,3,4,1,macroalgae,0
2008,3,5,1,macroalgae,0
2008,3,5,1,turf,0
2008,3,5,1,sand,28
2008,3,5,1,cb,12
2008,3,5,1,millepora,0
2008,3,5,1,coral,60
2008,3,6,1,millepora,0
2008,3,6,1,sand,96
2008,3,6,1,turf,0
2008,3,6,1,coral,4
2008,3,6,1,macroalgae,0
2008,3,6,1,cb,0
2008,3,7,1,sand,56
2008,3,7,1,cb,32
2008,3,7,1,coral,12
2008,3,7,1,macroalgae,0
2008,3,7,1,turf,0
2008,3,7,1,millepora,0
2008,3,8,1,sand,16
2008,3,8,1,millepora,0
2008,3,8,1,cb,12
2008,3,8,1,coral,72
2008,3,8,1,turf,0
2008,3,8,1,macroalgae,0
2008,3,9,1,coral,52
2008,3,9,1,cb,0
2008,3,9,1,macroalgae,0
2008,3,9,1,turf,28
2008,3,9,1,millepora,0
2008,3,9,1,sand,20
2008,3,1,2,cb,0
2008,3,1,2,turf,64
2008,3,1,2,millepora,0
2008,3,1,2,sand,0
2008,3,1,2,macroalgae,0
2008,3,1,2,coral,36
2008,3,10,2,sand,16
2008,3,10,2,coral,52
2008,3,10,2,cb,32
2008,3,10,2,macroalgae,0
2008,3,10,2,turf,0
2008,3,10,2,millepora,0
2008,3,2,2,macroalgae,0
2008,3,2,2,turf,0
2008,3,2,2,sand,36
2008,3,2,2,millepora,0
2008,3,2,2,cb,28
2008,3,2,2,coral,36
2008,3,3,2,turf,0
2008,3,3,2,coral,32
2008,3,3,2,sand,68
2008,3,3,2,cb,0
2008,3,3,2,macroalgae,0
2008,3,3,2,millepora,0
2008,3,4,2,sand,0
2008,3,4,2,macroalgae,0
2008,3,4,2,cb,28
2008,3,4,2,turf,0
2008,3,4,2,millepora,0
2008,3,4,2,coral,72
2008,3,5,2,millepora,0
2008,3,5,2,sand,0
2008,3,5,2,cb,24
2008,3,5,2,macroalgae,0
2008,3,5,2,turf,0
2008,3,5,2,coral,76
2008,3,6,2,sand,0
2008,3,6,2,cb,0
2008,3,6,2,millepora,0
2008,3,6,2,turf,60
2008,3,6,2,macroalgae,0
2008,3,6,2,coral,40
2008,3,7,2,macroalgae,0
2008,3,7,2,millepora,0
2008,3,7,2,turf,0
2008,3,7,2,sand,20
2008,3,7,2,cb,24
2008,3,7,2,coral,56
2008,3,8,2,macroalgae,0
2008,3,8,2,millepora,0
2008,3,8,2,coral,80
2008,3,8,2,sand,8
2008,3,8,2,cb,12
2008,3,8,2,turf,0
2008,3,9,2,coral,16
2008,3,9,2,sand,12
2008,3,9,2,macroalgae,0
2008,3,9,2,turf,72
2008,3,9,2,cb,0
2008,3,9,2,millepora,0
2008,3,1,3,coral,8
2008,3,1,3,turf,0
2008,3,1,3,macroalgae,0
2008,3,1,3,cb,24
2008,3,1,3,millepora,0
2008,3,1,3,sand,68
2008,3,10,3,turf,0
2008,3,10,3,millepora,0
2008,3,10,3,coral,80
2008,3,10,3,macroalgae,0
2008,3,10,3,cb,8
2008,3,10,3,sand,12
2008,3,2,3,macroalgae,0
2008,3,2,3,cb,0
2008,3,2,3,coral,52
2008,3,2,3,millepora,0
2008,3,2,3,sand,0
2008,3,2,3,turf,48
2008,3,3,3,turf,28
2008,3,3,3,millepora,0
2008,3,3,3,sand,4
2008,3,3,3,cb,16
2008,3,3,3,coral,52
2008,3,3,3,macroalgae,0
2008,3,4,3,macroalgae,0
2008,3,4,3,coral,36
2008,3,4,3,turf,0
2008,3,4,3,sand,64
2008,3,4,3,cb,0
2008,3,4,3,millepora,0
2008,3,5,3,cb,0
2008,3,5,3,sand,0
2008,3,5,3,millepora,0
2008,3,5,3,turf,72
2008,3,5,3,coral,28
2008,3,5,3,macroalgae,0
2008,3,6,3,macroalgae,0
2008,3,6,3,turf,0
2008,3,6,3,sand,0
2008,3,6,3,cb,12
2008,3,6,3,coral,88
2008,3,6,3,millepora,0
2008,3,7,3,turf,0
2008,3,7,3,macroalgae,0
2008,3,7,3,millepora,0
2008,3,7,3,cb,0
2008,3,7,3,sand,36
2008,3,7,3,coral,64
2008,3,8,3,sand,4
2008,3,8,3,cb,20
2008,3,8,3,coral,76
2008,3,8,3,macroalgae,0
2008,3,8,3,turf,0
2008,3,8,3,millepora,0
2008,3,9,3,cb,4
2008,3,9,3,millepora,0
2008,3,9,3,macroalgae,0
2008,3,9,3,coral,96
2008,3,9,3,sand,0
2008,3,9,3,turf,0
2008,3,1,4,turf,0
2008,3,1,4,macroalgae,0
2008,3,1,4,millepora,0
2008,3,1,4,coral,68
2008,3,1,4,cb,12
2008,3,1,4,sand,20
2008,3,10,4,macroalgae,0
2008,3,10,4,millepora,0
2008,3,10,4,coral,44
2008,3,10,4,turf,44
2008,3,10,4,sand,12
2008,3,10,4,cb,0
2008,3,2,4,cb,16
2008,3,2,4,sand,24
2008,3,2,4,turf,0
2008,3,2,4,macroalgae,0
2008,3,2,4,millepora,0
2008,3,2,4,coral,60
2008,3,3,4,sand,8
2008,3,3,4,coral,40
2008,3,3,4,millepora,0
2008,3,3,4,cb,52
2008,3,3,4,turf,0
2008,3,3,4,macroalgae,0
2008,3,4,4,macroalgae,0
2008,3,4,4,turf,0
2008,3,4,4,coral,16
2008,3,4,4,cb,36
2008,3,4,4,millepora,0
2008,3,4,4,sand,48
2008,3,5,4,millepora,0
2008,3,5,4,coral,32
2008,3,5,4,turf,64
2008,3,5,4,cb,4
2008,3,5,4,sand,0
2008,3,5,4,macroalgae,0
2008,3,6,4,cb,56
2008,3,6,4,coral,24
2008,3,6,4,macroalgae,0
2008,3,6,4,millepora,0
2008,3,6,4,turf,0
2008,3,6,4,sand,20
2008,3,7,4,cb,0
2008,3,7,4,turf,52
2008,3,7,4,millepora,0
2008,3,7,4,sand,0
2008,3,7,4,coral,48
2008,3,7,4,macroalgae,0
2008,3,8,4,cb,0
2008,3,8,4,coral,80
