Date,Location,Sand,Turf,Crustose_Coralline_Algae_or_Bare_Space,Stony_Coral,Soft_Coral,Macroalgae,Acanthastrea,Acropora,Astreopora,Cyphastrea,Favia,Fungia,Gardinoseris,Herpolitha,Leptastrea,Leptoseris,Lobophyllia,Montastrea,Montipora,Pachyseris,Pavona,Pocillopora,Porites,Psammocora,Sandolitha,Stylocoeniella,Tubastrea,Millepora
2005-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,0,0,89.1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1.2,9.1,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,5.1,0,90.3,4.6,0,0,0,0.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,2.3,0,83,13.5,0,1.2,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,0,0,48.8,50,0,1.2,0,12.8,0,0,0,0,0,0,0,0,0,0,1.2,0,1.2,34.9,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,0,0,63.2,36.8,0,0,0,11.7,0,0,0,2.3,0,0,0,0,0,0.6,0,0,0,22.2,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,5.2,0,84.4,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,9.8,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,1.8,0,39.8,57.3,0,1.2,0,22.8,0,1.2,0,0,0,0,0,0,0,0.6,0,0,0,32.7,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,0,0,69,31,0,0,0,19.5,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,10.3,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,0,0,67.3,32.7,0,0,0,7.7,0,0,0,0,0,0,1.2,0,0,0,0,0,2.4,19.6,1.8,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 6,0,0,61.5,38.5,0,0,0,12.6,0,0,0,4,0,0,2.9,0,0,0.6,0,0,0.6,14.9,2.9,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 7,3.4,0,62.9,32,0,1.7,0,12,0,0,0,0,0,0,0.6,0,0,0,0,0,1.1,13.7,4.6,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,0,0,69.5,29.3,0,1.1,0,17.8,0,0,0,0,0,0,0,0,0,0,0.6,0,1.1,9.2,0.6,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,0,0,43.1,55.2,0,1.7,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,52.3,0.6,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 4,0,0,31.4,68.6,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,3.6,47.9,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 5,0,0,87.6,11.2,0,1.2,0,4.1,0,0,0,0,0,0,2.4,0,0,2.4,0,0,0,0,2.4,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,0,0,60,40,0,0,0,15.8,0,0,0,0,0,0,0.6,0,0,0.6,0,0,3,20,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,0,0,71.3,27,0,1.7,0,5.2,0,0,0,0,0,0,0,0,0,0.6,2.9,0,1.7,16.7,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,0,0,46.6,52.9,0,0.6,0,9.8,0,0,0,0,0,0,0.6,0,0,0,0,0,0,39.7,2.9,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,0,0,60.5,38.3,0,1.2,0,10.8,0,0,0,0,0,0,0,0,0,1.2,0,0,0.6,25.7,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,0,0,47.7,50.6,0,1.7,0,7.6,0,0,0,1.2,0,0,0,0,0,0.6,0,0,0,41.3,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,2.3,0,84.7,12.4,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1.1,6.2,4.5,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,0.6,0.6,22.2,75.6,0,1.1,0,37.5,0,0,0,0,0,0,0,0,0,0.6,0,0,1.1,36.4,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,0,2.9,63.4,32.6,0,1.1,0,14.9,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,16,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,2.3,0,54.4,43.3,0,0,0,21.6,0,0,0,1.2,0,0,0,0,0,0,5.3,0,0,12.9,2.3,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 7,4.1,2.9,54.1,37.2,0,1.7,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,0,0
2005-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 8,1.7,0,56.9,41.4,0,0,0,5.7,0,0,0,0,0,0,0.6,0,0,0.6,0,0,2.9,28.2,3.4,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,0,0,73.2,26.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.8,0,1.2,15.9,4.9,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,0,8.5,43.6,47.3,0,0.6,0,18.8,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2,26.1,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,0,4.2,47.3,48.5,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,3.6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,0,0,40.7,52.5,0,6.8,0,3.1,0,0,0,0,0,0,1.2,0,0,0,2.5,0,0,32.7,13,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,0,1.9,57.2,33.3,0,7.5,0,8.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,17,7.5,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,0,0,37,63,0,0,0,10.3,0,0,0,0.6,0,0,0,0,0,0,0,0,1.2,50.9,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,0,0,54.5,29.9,0,15.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,0,0,51.2,48.8,0,0,0,8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,35.8,3.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,0,6.5,43.5,50,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,10.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,0,7.7,42.6,39.6,0,10.1,0,14.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,7.7,17.2,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,0,4.8,53,40.4,0,1.8,0,12.7,0,0,0,0,0,0,0.6,0,0,0,0,0,0,6.6,20.5,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,0,0,21.5,78.5,0,0,0,77.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,0,1.2,6,92.8,0,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3.6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,0.6,0,43.5,53.6,0,2.4,0,35.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0.6,16.1,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,9.7,0,38.2,50.9,0,1.2,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,34.6,0,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,0,0,59,41,0,0,0,6.6,0,0,0,0,0,0,0,0,0,1.2,0,0,0,16.9,16.3,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,0.6,0,64,34.1,0,1.2,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,17.1,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,0,0,40.1,46.1,0,13.8,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,13.2,1.2,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,0,1.8,21.6,63.5,0,13.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,35.3,24,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,0,0,41.7,45.2,0,13.1,0,0,0,0,0,0,0,0,0,0,0,1.2,1.8,0,0,25.6,16.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,0,2.3,45.9,35.5,0,16.3,0,8.7,0,0,0,0,0,0,7,0,0,0,0.6,0,2.3,13.4,3.5,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,6.7,0,47.9,24.2,0,21.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,1.8,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,0,0,55.8,43,0,1.2,0,15.7,0,0.6,0,0,0,0,0,0,0,2.9,0,0,0,8.7,15.1,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,0,4.9,27,66.3,0,1.8,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,12.3,38.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,0.6,1.9,37.7,45.7,0,14.2,0,21,0,0,0,0,0,0,0,0,0,0.6,0,0,0,23.5,0.6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,0,0,39.5,57.5,0,3,0,3,0,0,0,0,0,0,3.6,0,0,1.2,0,0,3.6,17.4,28.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,0,1.2,40.1,58.7,0,0,0,3.6,0,0,0,0,0,0,1.2,0,0,0,0,0,0,32.9,21,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,0,0,46.1,49.1,0,4.8,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,32.9,13.2,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,0,0,47,40.5,0,12.5,0,2.4,0,0,0,0,0,0,10.7,0,0,3,0,0,1.2,20.8,2.4,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,4.8,0,42.3,31,0,22,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,30.4,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,2.3,2.9,41.7,34.3,0,18.9,0,9.1,0,0,0,0,0,0,0,0,0,0.6,2.3,0,0,17.7,4.6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,0,0,40.7,40.1,0,19.2,0,2.4,0,0,0,0,0,0,1.8,0,0,0,0,0,0,29.3,6.6,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,0,0,45.6,13,0,41.4,0,0,0,0,0,0.6,0,0,4.7,0,0,1.2,0,0,0,6.5,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,0,1.8,39.3,40.5,0,8.6,0,16.6,0,0,0,0,0,0,3.7,0,0,0,0,0,0,16,4.3,0,0,0,0,9.8
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,0,1.9,30.4,63.3,0,4.4,0,39.2,0,0.6,0,1.9,0,0,0,0,0,0,0,0,0,8.9,12.7,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,0,0,23.9,67.5,0,8.6,0,8.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,25.8,32.5,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,0,12.1,18.8,52.1,0,17,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,22.4,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,0,0,50.9,45.5,0,3.6,0,12.7,0,0,0,0,0,0,0.6,0,0,0,0,0,0,13.3,18.8,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,2.5,6.7,69.3,19.6,0,1.8,0,8,0,0,0,0,0,0,0,0,0,0,4.9,0,0.6,6.1,0,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,0,5.6,44.6,48.6,0,1.1,0,26,0,0,0,0,0,0,1.1,0,0,0,0,0,0,21.5,0,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,0,9.1,51.9,37.7,0,1.3,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,5.2,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,1.3,6,25.3,64.7,0,2,0,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0.7,0,0,0,0,0.7
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,0,18.7,28.9,41,0,11.4,0,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.4,2.4,0.6,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,0,2.5,50.6,46.9,0,0,0,30.9,0,0,0,0,0,0,0,0,0,0,1.9,0,6.2,3.1,4.3,0.6,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,0,0,72.1,27.9,0,0,0,13.9,0,0,0,0,0,0,3.6,0,0,0,3,0,1.2,4.8,1.2,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,0,0,56.1,43.9,0,0,0,9.4,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0.6,10.5,21.6,0.6,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,0,2.3,58.5,29.8,0,1.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,14,0,0,0,0,0,7.6
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,0,1.9,74.7,22.2,0,1.2,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,3.1,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,0,9.3,61.6,29.1,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.7,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,0,10.1,46.4,31,0,12.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20.8,7.1,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,6.4,2.3,49.7,25.7,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,1.2
2005-05,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,0,8.1,46.6,28,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,21.7,5,0,0,0,0,0.6
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,0,4.2,40.5,50.6,0,4.8,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,19.6,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,0,11,55.8,33.1,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.9,3.1,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,0,9.6,43.4,28.9,0,18.1,0,10.2,0,0,0,1.2,0,0,0.6,0.6,0,0,0,0,0,10.2,6,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,0,20.2,43.6,36.2,0,0,0,16,0,0,0,0.6,0,0,0,0,0,0,6.1,0,0,0,13.5,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,0,9,59.6,22.9,0,8.4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,4.2,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,0,11.4,60.2,20.5,0,7.8,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,0,2.4,32.9,58.5,0,6.1,0,7.9,0,0,0,0,0,0,0.6,0,0,0,0,0,0,37.2,12.8,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,0,5.5,40.5,52.1,0,1.8,0,22.7,0,0,0,0,0,0,0,0,0,0,1.2,0,0,16.6,11.7,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,0,4.5,38.1,23.9,0,29.5,0,5.1,0,0,0,0,0,0,2.8,0,0,1.1,0,0,2.8,0,11.9,0,0,0,0,4
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,0,2.9,45.3,30.6,0,1.8,0,2.9,0,0,0,0,0,0,1.2,0,0,1.8,0,0,0,13.5,11.2,0,0,0,0,19.4
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,0,12.5,50,27.4,0,10.1,0,10.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,12.5,4.2,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,1.8,6.1,54.5,32.7,0,4.8,0,7.9,0,0,0,0,0,0,0,0,0,2.4,0,0,0,12.7,9.7,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,7.1,10.7,36.3,26.8,0,19,0,6.5,0,0,0,0,0,0,2.4,0,0,0.6,0,0,0,13.7,3.6,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,1.2,0,53.1,26.5,0,19.1,0,0,0,0,0,0,0,0,1.2,0,0,0.6,0,0,0.6,13,11.1,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,7.6,3.5,65.9,12.9,0,10,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,7.6,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,1.1,7.3,56.2,11.8,0,23.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,7.3,3.9,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,0,10.1,62.1,23.1,0,4.7,0,8.9,0,0,0,0,0,0,0,0,0,0,3,0,0,11.2,0,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,0,6.7,63.6,21.8,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,13.3,7.9,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,0,4.3,62.2,22,0,11.6,0,5.5,0,0,0,0,0,0,0.6,0,0,1.8,3,0,0,6.1,4.9,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,7.3,4.8,46.7,30.9,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,3,27.3,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,1.2,3,61.1,24.6,0,10.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,6,17.4,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,0,2.4,51.8,43.5,0,2.4,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,15.3,0,0,0,0,0
2005-05,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,1.8,7.2,55.4,15.1,0,20.5,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,11.4,1.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 1,0.6,3.6,0,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 2,30.3,0,6.1,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 3,77.6,9.1,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,12.7,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 4,0,71.7,0,28.3,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,7.2,0,13.9,0,4.8,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 5,4.9,79,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 6,27,9.8,16.6,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 7,0,14.6,0,85.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 1,11.4,5.4,44.6,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 2,87.8,10.9,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,17.9,0,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,27.4,7.3,34.1,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,22.9,8.3,58.6,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,47.2,20.9,30.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,22,1.2,3.7,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,1.9,0,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,29.8,0,0,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,3.7,80.2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,0,34.2,47.2,18.6,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,6.2,5,8.8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,0,1.3,0,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,4.3,15.2,42.1,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,1.8,0,0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,11.8,3.1,0,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,83.2,0,0,0,0,0
2005-05,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,10.4,6.1,52.4,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,26.8,0,0,0,0,0
