Taxonomy,Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Family.x,Count,Total_Length,Length_Anomaly,Biomass,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver,Family.y,Trophic.group,Functional.group
Acanthurus nigrofuscus,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 1 Swath 5 m,1,FO,1,5,Acanthuridae,1,40,0,1.21,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,21:40,22:30,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,1,80,0,9.84,Primary Consumer,Herbivore/Detritivore,40,1,0,0.5,28.5,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/2/09,19:45,20:25,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,1,120,0,33.6,Primary Consumer,Herbivore/Detritivore,25,0,0,0,6.2,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/3/10,21:50,22:50,LTER 1 Backreef Fish Transect 4 Swath 5 m,1,BA,4,5,Acanthuridae,4,90,0,56.22,Primary Consumer,Herbivore/Detritivore,20,1,0,0,29,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,19:20,20:05,LTER 4 Fringing Reef Fish Transect 1 Swath 5 m,4,FR,1,5,Acanthuridae,2,50,0,4.74,Primary Consumer,Herbivore/Detritivore,5,1,0,0.5,23.75,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,7/30/11,10:55,11:50,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,3,80,0,29.52,Primary Consumer,Herbivore/Detritivore,20,0,0,1,30.8,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/12/07,23:10,23:40,LTER 5 Backreef Fish Transect 3 Swath 5 m,5,BA,3,5,Acanthuridae,16,160,0,1284,Primary Consumer,Herbivore/Detritivore,85,1,1,0,30,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/2/09,23:00,23:30,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,4,110,0,103.2,Primary Consumer,Herbivore/Detritivore,25,1,0,0,29.9,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/28/12,19:10,20:15,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,9,70,0,59.1,Primary Consumer,Herbivore/Detritivore,60,1,1,0.5,46.5,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/4/09,21:30,22:45,LTER 1 Forereef Fish Transect 1 Swath 5 m,1,FO,1,5,Acanthuridae,1,50,0,2.37,Primary Consumer,Herbivore/Detritivore,85,1,0,1,33,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/13/07,19:55,21:20,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,70,0,6.57,Primary Consumer,Herbivore/Detritivore,10,0,0,0,40,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,7,50,0,16.59,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,7/30/11,10:55,11:50,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,1,70,0,6.57,Primary Consumer,Herbivore/Detritivore,20,0,0,1,30.8,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,2,40,0,2.41,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/15/06,19:45,21:05,LTER 5 Forereef Fish Transect 4 Swath 5 m,5,FO,4,5,Acanthuridae,50,120,0,1679.2,Primary Consumer,Herbivore/Detritivore,50,2,0,1,46,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/27/12,20:12,20:55,LTER 4 Fringing Reef Fish Transect 3 Swath 5 m,4,FR,3,5,Acanthuridae,2,130,0,85.6,Primary Consumer,Herbivore/Detritivore,8,1,0,0,33,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/27/12,21:30,22:25,LTER 4 Backreef Fish Transect 3 Swath 5 m,4,BA,3,5,Acanthuridae,2,100,0,38.7,Primary Consumer,Herbivore/Detritivore,15,1,0,0,27.9,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/24/08,21:20,22:20,LTER 5 Forereef Fish Transect 3 Swath 5 m,5,FO,3,5,Acanthuridae,13,110,0,335.5,Primary Consumer,Herbivore/Detritivore,20,2,1,2,31,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,8/1/12,21:40,22:20,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,1,80,0,9.84,Primary Consumer,Herbivore/Detritivore,35,1,1,0,20.7,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/12/07,21:45,22:25,LTER 6 Fringing Reef Fish Transect 3 Swath 5 m,6,FR,3,5,Acanthuridae,1,90,0,14.05,Primary Consumer,Herbivore/Detritivore,80,1,1,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/6/10,21:00,22:05,LTER 1 Forereef Fish Transect 2 Swath 5 m,1,FO,2,5,Acanthuridae,4,40,0,4.82,Primary Consumer,Herbivore/Detritivore,5,1,0,0,28,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/1/11,10:55,11:35,LTER 6 Backreef Fish Transect 2 Swath 5 m,6,BA,2,5,Acanthuridae,2,60,0,8.23,Primary Consumer,Herbivore/Detritivore,45,1,0,0,33.4,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 4 Swath 5 m,2,FR,4,5,Acanthuridae,3,50,0,7.11,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,5,210,0,914.2,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/4/11,10:00,10:50,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,2,60,0,8.23,Primary Consumer,Herbivore/Detritivore,90,3,1,0,15,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,1:20,2:15,LTER 1 Fringing Reef Fish Transect 4 Swath 5 m,1,FR,4,5,Acanthuridae,1,100,0,19.3,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/6/09,19:30,20:50,LTER 5 Forereef Fish Transect 3 Swath 5 m,5,FO,3,5,Acanthuridae,8,50,0,18.97,Primary Consumer,Herbivore/Detritivore,1,1,0,1,45,0.7,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/1/11,13:25,14:00,LTER 5 Backreef Fish Transect 3 Swath 5 m,5,BA,3,5,Acanthuridae,2,40,0,2.41,Primary Consumer,Herbivore/Detritivore,40,1,0,0,38.5,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,20:30,21:05,LTER 4 Backreef Fish Transect 3 Swath 5 m,4,BA,3,5,Acanthuridae,2,70,0,13.13,Primary Consumer,Herbivore/Detritivore,5,2,0,0.5,30.5,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/30/12,19:25,20:35,LTER 5 Forereef Fish Transect 3 Swath 5 m,5,FO,3,5,Acanthuridae,1,50,0,2.37,Primary Consumer,Herbivore/Detritivore,50,0,0,1,34.5,2.5,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,1:12,2:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,2,60,0,8.23,Primary Consumer,Herbivore/Detritivore,95,1,0,0,14,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,19:20,20:05,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,3,70,0,19.7,Primary Consumer,Herbivore/Detritivore,5,1,0,0.5,23.75,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/12/07,24:50:00,1:30,LTER 3 Fringing Reef Fish Transect 3 Swath 5 m,3,FR,3,5,Acanthuridae,1,170,0,96.4,Primary Consumer,Herbivore/Detritivore,30,3,1,0,18,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,1:12,2:00,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,4,170,0,385.7,Primary Consumer,Herbivore/Detritivore,95,1,0,0,14,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,4,90,0,56.22,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 2 Swath 5 m,6,FO,2,5,Acanthuridae,4,100,0,77.3,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/12/07,23:10,23:40,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,5,120,0,167.9,Primary Consumer,Herbivore/Detritivore,85,1,1,0,30,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/2/09,23:00,23:30,LTER 5 Backreef Fish Transect 4 Swath 5 m,5,BA,4,5,Acanthuridae,1,90,0,14.05,Primary Consumer,Herbivore/Detritivore,25,1,0,0,29.9,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/1/11,13:25,14:00,LTER 5 Backreef Fish Transect 4 Swath 5 m,5,BA,4,5,Acanthuridae,1,80,0,9.84,Primary Consumer,Herbivore/Detritivore,40,1,0,0,38.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/28/12,21:05,22:10,LTER 1 Forereef Fish Transect 1 Swath 5 m,1,FO,1,5,Acanthuridae,2,25,0,0.58,Primary Consumer,Herbivore/Detritivore,40,1,1,0.5,29.1,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,7/31/11,12:00,12:45,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,3,100,0,58,Primary Consumer,Herbivore/Detritivore,12,2,1,0,27.1,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/25/08,22:20,22:45,LTER 5 Backreef Fish Transect 3 Swath 5 m,5,BA,3,5,Acanthuridae,1,60,0,4.12,Primary Consumer,Herbivore/Detritivore,12,1,0,0,29,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,21:40,22:30,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,40,0,1.21,Primary Consumer,Herbivore/Detritivore,40,1,0,0.5,28.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,24:00:00,1:35,LTER 1 Backreef Fish Transect 4 Swath 5 m,1,BA,4,5,Acanthuridae,8,80,0,78.71,Primary Consumer,Herbivore/Detritivore,60,1,0,0,25,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,3,110,0,77.4,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/2/09,22:00,22:30,LTER 5 Fringing Reef Fish Transect 4 Swath 5 m,5,FR,4,5,Acanthuridae,1,120,0,33.6,Primary Consumer,Herbivore/Detritivore,20,0,0,0,12.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,9,100,0,174,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/21/08,19:25,20:15,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,5,90,0,70.27,Primary Consumer,Herbivore/Detritivore,10,1,0,0,13,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/1/11,13:25,14:00,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,2,80,0,19.68,Primary Consumer,Herbivore/Detritivore,40,1,0,0,38.5,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,3,40,0,3.62,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/25/08,23:15,23:55,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,7,80,0,68.87,Primary Consumer,Herbivore/Detritivore,15,1,0,0,12,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/2/10,20:50,21:35,LTER 6 Backreef Fish Transect 3 Swath 5 m,6,BA,3,5,Acanthuridae,2,40,0,2.41,Primary Consumer,Herbivore/Detritivore,40,4,1,0,36,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 4 Swath 5 m,6,FO,4,5,Acanthuridae,1,60,0,4.12,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,8/1/12,21:40,22:20,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,BA,2,5,Acanthuridae,14,70,0,91.93,Primary Consumer,Herbivore/Detritivore,35,1,1,0,20.7,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,24:10:00,1:00,LTER 5 Fringing Reef Fish Transect 4 Swath 5 m,5,FR,4,5,Acanthuridae,2,70,0,13.13,Primary Consumer,Herbivore/Detritivore,99,0,0,1,12,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,3,130,0,128.4,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,7/30/11,9:00,10:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,4,80,0,39.35,Primary Consumer,Herbivore/Detritivore,17,0,0,0.5,43.7,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,7/31/11,10:55,11:20,LTER 4 Backreef Fish Transect 4 Swath 5 m,4,BA,4,5,Acanthuridae,3,80,0,29.52,Primary Consumer,Herbivore/Detritivore,10,2,0,0,10.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,14,60,0,57.64,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,12,210,0,2194,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/6/10,19:00,20:10,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,1,80,0,9.84,Primary Consumer,Herbivore/Detritivore,0,1,0,1,35,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2011,8/3/11,11:45,12:55,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,2,40,0,2.41,Primary Consumer,Herbivore/Detritivore,15,3,1,1.5,51,1,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,3,220,0,631.5,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/27/12,21:30,22:25,LTER 4 Backreef Fish Transect 4 Swath 5 m,4,BA,4,5,Acanthuridae,1,100,0,19.3,Primary Consumer,Herbivore/Detritivore,15,1,0,0,27.9,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,6,60,0,24.7,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/12/07,20:20,21:05,LTER 6 Backreef Fish Transect 4 Swath 5 m,6,BA,4,5,Acanthuridae,5,100,0,96.7,Primary Consumer,Herbivore/Detritivore,75,1,1,0,34,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,4,90,0,56.22,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/3/09,18:40,19:30,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,5,80,0,49.19,Primary Consumer,Herbivore/Detritivore,65,1,0,0,12.4,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,7/27/12,20:12,20:55,LTER 4 Fringing Reef Fish Transect 1 Swath 5 m,4,FR,1,5,Acanthuridae,2,50,0,4.74,Primary Consumer,Herbivore/Detritivore,8,1,0,0,33,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/26/08,21:10,22:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,9,120,0,302.3,Primary Consumer,Herbivore/Detritivore,15,2,0,1,29,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/3/09,21:00,21:45,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,BA,1,5,Acanthuridae,4,60,0,16.47,Primary Consumer,Herbivore/Detritivore,40,1,0,0,26.3,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/2/10,22:15,22:50,LTER 5 Fringing Reef Fish Transect 4 Swath 5 m,5,FR,4,5,Acanthuridae,2,80,0,19.68,Primary Consumer,Herbivore/Detritivore,30,1,0,0,16,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,1,65,0,5.25,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/3/10,18:55,19:45,LTER 2 Fringing Reef Fish Transect 4 Swath 5 m,2,FR,4,5,Acanthuridae,5,90,0,70.27,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/1/09,20:30,21:05,LTER 4 Backreef Fish Transect 4 Swath 5 m,4,BA,4,5,Acanthuridae,3,130,0,128.4,Primary Consumer,Herbivore/Detritivore,5,2,0,0.5,30.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,23:00,23:50,LTER 5 Backreef Fish Transect 4 Swath 5 m,5,BA,4,5,Acanthuridae,2,60,0,8.23,Primary Consumer,Herbivore/Detritivore,45,1,0,0,32,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2012,8/1/12,20:10,21:05,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,3,140,0,160.7,Primary Consumer,Herbivore/Detritivore,60,0,0,0,17.9,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/17/07,1:12,2:00,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,5,160,0,401.3,Primary Consumer,Herbivore/Detritivore,95,1,0,0,14,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/3/10,18:55,19:45,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,2,50,0,4.74,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/25/08,20:50,21:30,LTER 6 Backreef Fish Transect 3 Swath 5 m,6,BA,3,5,Acanthuridae,5,40,0,6.03,Primary Consumer,Herbivore/Detritivore,25,1,0,0,24,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,24:00:00,1:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,BA,2,5,Acanthuridae,25,110,0,645.1,Primary Consumer,Herbivore/Detritivore,60,1,0,0,25,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/3/10,20:20,21:15,LTER 2 Backreef Fish Transect 2 Swath 5 m,2,BA,2,5,Acanthuridae,12,70,0,78.8,Primary Consumer,Herbivore/Detritivore,25,1,0,0,14,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2006,7/12/06,1:20,2:15,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,5,120,0,167.9,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/25/08,19:40,20:20,LTER 6 Fringing Reef Fish Transect 4 Swath 5 m,6,FR,4,5,Acanthuridae,1,140,0,53.6,Primary Consumer,Herbivore/Detritivore,15,1,0,0,14,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,4,90,0,56.22,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2007,7/13/07,24:00:00,24:40:00,LTER 5 Fringing Reef Fish Transect 2 Swath 5 m,5,FR,2,5,Acanthuridae,2,100,0,38.7,Primary Consumer,Herbivore/Detritivore,80,1,1,0,9,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2010,8/3/10,21:50,22:50,LTER 1 Backreef Fish Transect 4 Swath 5 m,1,BA,4,5,Acanthuridae,1,70,0,6.57,Primary Consumer,Herbivore/Detritivore,20,1,0,0,29,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/26/08,19:00,20:25,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,9,110,0,232.3,Primary Consumer,Herbivore/Detritivore,15,2,0,1,28,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2008,7/23/08,21:30,22:30,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,2,70,0,13.13,Primary Consumer,Herbivore/Detritivore,60,2,0,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigrofuscus,2009,8/4/09,21:30,22:45,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,4,60,0,16.47,Primary Consumer,Herbivore/Detritivore,85,1,0,1,33,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
